mesh_descriptor_ui,mesh_descriptor
D001509,Bed Occupancy
D000076123,DNA (Cytosine-5-)-Methyltransferase 1
D012227,Rhinosporidiosis
D001167,Arteritis
D010996,Pleural Effusion
D053842,Microsatellite Instability
D014176,Protein Biosynthesis
D011131,Polyribonucleotides
D025461,"Feedback, Physiological"
D000891,"Anti-Infective Agents, Local"
D010805,"Physical Conditioning, Animal"
D005835,Genitalia
D016647,Callimico
D020265,"Lead Poisoning, Nervous System, Adult"
D002153,"Calorimetry, Indirect"
D044782,F-Box Motifs
D011409,Propylene Glycols
D014639,Vanadium
D002509,Cephaloridine
D002727,Proguanil
D050743,Pyruvate Synthase
D000094764,Phytosomes
D000069478,Lisdexamfetamine Dimesylate
D016042,"Transplantation, Heterotopic"
D000071422,Inbreeding Depression
D018112,"Respiratory Syncytial Virus, Bovine"
D009962,Orotate Phosphoribosyltransferase
D000084483,Plant Necrosis and Chlorosis
D008431,Maternal-Fetal Exchange
D056690,Prolactin-Releasing Hormone
D006507,Hepatovirus
D019428,HIV Integrase Inhibitors
D016264,Dextran Sulfate
D005141,Eyelid Diseases
D015919,"Ventilators, Negative-Pressure"
D013617,"Tachycardia, Supraventricular"
D002178,"Candidiasis, Chronic Mucocutaneous"
D008561,Membrane Fusion
D018743,Perinatal Care
D012321,DNA-Directed RNA Polymerases
D013695,Temperance
D028481,Euphorbia
D055362,Agrocybe
D002872,Chromosome Deletion
D063809,Satellite Imagery
D028781,Ethical Relativism
D041341,Leptospira interrogans serovar canicola
D039503,Integrin alpha6
D063646,Carcinogenesis
D063208,Methionyl Aminopeptidases
D022661,"RNA, Untranslated"
D009942,Organometallic Compounds
D000081042,Body Integrity Identity Disorder
D056747,Immunomodulation
D013244,"Sterilization, Involuntary"
D020326,Migraine without Aura
D003268,Contraception Behavior
D000077318,Density Functional Theory
D011598,Psychoneuroimmunology
D013253,Steroid 12-alpha-Hydroxylase
D055393,Flammulina
D052198,Lactobacillus helveticus
D023822,Tissue Engineering
D020357,Selenomonas
D013810,Therapeutic Equivalency
D002016,Buddhism
D020370,"Osteoarthritis, Knee"
D009185,Myelin Proteins
D000068801,"Adapalene, Benzoyl Peroxide Drug Combination"
D005736,Gardner Syndrome
D004296,Dopa Decarboxylase
D054313,Drug Agonism
D006806,Human Rights
D000070557,Immunoglobulin Domains
D011596,Psychomotor Disorders
D009241,Ipratropium
D008031,Lignin
D016335,Zinc Fingers
D031655,Nyssa
D065309,Atypical Squamous Cells of the Cervix
D007225,Infant Food
D006944,Hyperglycemic Hyperosmolar Nonketotic Coma
D016526,Workload
D005815,Genetic Code
D000067029,"Physical Appearance, Body"
D000069976,Bacillus licheniformis
D019198,Giardiavirus
D060170,Uroplakin II
D001218,Aspartame
D003538,Cystamine
D000080942,Post-Cardiac Arrest Syndrome
D015829,"Uveitis, Suppurative"
D014437,"Typhus, Endemic Flea-Borne"
D052245,Usher Syndromes
D006327,Heart Block
D065846,Nucleus Raphe Magnus
D031658,Olea
D005366,Figural Aftereffect
D016375,Antisense Elements (Genetics)
D018633,Pulmonary Atresia
D018204,"Neoplasms, Connective and Soft Tissue"
D013775,Tetraphenylborate
D047090,beta-Lactams
D000086323,Sorangium
D016819,Encephalitozoon
D000080884,Infratemporal Fossa
D006033,Glycylglycine
D063367,Virtual Reality Exposure Therapy
D000097188,Radiomics
D000072977,Oogonial Stem Cells
D000118,Acetylglucosaminidase
D000023,Abortion Applicants
D055615,Electrical Equipment and Supplies
D017886,Durapatite
D000077004,Tuberous Sclerosis Complex 1 Protein
D020847,Estrogen Receptor Modulators
D040381,"Education, Public Health Professional"
D012485,Salmonella typhi
D009824,Ointments
D015340,Epidemiologic Research Design
D033304,Amphipoda
D052280,Orthodontic Anchorage Procedures
D003927,"Diet, Diabetic"
D000091502,Home Environment
D000071877,Checkpoint Kinase 1
D013056,"Spectrophotometry, Ultraviolet"
D015267,Churg-Strauss Syndrome
D013802,Thelazioidea
D054593,SH2 Domain-Containing Protein Tyrosine Phosphatases
D033965,Adaptor Protein Complex alpha Subunits
D053528,Lysobacter
D065608,Renal Reabsorption
D057665,Melinis repens
D034242,Cyclooctanes
D020731,"Keratomileusis, Laser In Situ"
D006066,Gonads
D009575,Nitroanisole O-Demethylase
D014831,Voice
D058327,Norwood Procedures
D000093282,Limbal Stem Cells
D019086,"Bridged Bicyclo Compounds, Heterocyclic"
D001106,Archaeology
D027601,Polyomavirus Infections
D040461,Gene Components
D000090862,Neuroinflammatory Diseases
D003203,"Computers, Hybrid"
D048494,Rhipicephalus
D021741,Eimeriida
D013532,Suriname
D002681,China
D011989,"Receptors, Thyrotropin"
D013767,Tetrahydrouridine
D019648,"Foods, Specialized"
D054442,"Cell Migration Assays, Macrophage"
D017038,Mannosyl-Glycoprotein Endo-beta-N-Acetylglucosaminidase
D001560,Benzidines
D014822,Vitreous Body
D051697,Activating Transcription Factor 1
D014649,Vas Deferens
D054975,Pallister-Hall Syndrome
D010217,Phlebotomus Fever
D000075389,DCC Receptor
D019457,Chromosome Breakage
D051401,Aquaporin 4
D065806,Xenophobia
D065386,Historically Controlled Study
D007941,Leukemia P388
D000074025,TRPA1 Cation Channel
D027723,Ipomoea batatas
D010585,Phagocyte Bactericidal Dysfunction
D065008,Scorpion Stings
D000066891,Critical Care Outcomes
D017720,Molecular Epidemiology
D001607,Berylliosis
D011189,Potassium Chloride
D007784,Lactoperoxidase
D016518,Neurofibromatosis 2
D009612,Nicotinamide-Nucleotide Adenylyltransferase
D018120,Finasteride
D002109,Caffeic Acids
D015075,2-Aminopurine
D005158,Facial Paralysis
D011817,Rabbits
D053768,Metal Nanoparticles
D036541,ADP-ribosyl Cyclase
D009500,Neutralization Tests
D056649,Cathepsin G
D001411,Geobacillus stearothermophilus
D045826,Flavobacteriaceae Infections
D064447,Checkpoint Kinase 2
D014767,United States Virgin Islands
D000079424,Tumor Necrosis Factor Inhibitors
D004002,Clodronic Acid
D065768,Lennox Gastaut Syndrome
D016996,Rickettsieae
D010831,Phytanic Acid
D014729,Veterans Disability Claims
D000076987,CRISPR-Associated Protein 9
D000077734,Gatifloxacin
D000439,Pentanols
D002256,Carbonic Anhydrases
D053820,Pitheciidae
D035683,MicroRNAs
D011294,Prenalterol
D008966,Moldova
D041602,Haplosporida
D046370,Sparrows
D062553,NAV1.4 Voltage-Gated Sodium Channel
D002281,"Carcinoma, Basosquamous"
D049910,Pecten
D048468,Podospora
D014406,Tularemia
D000077262,Ciona
D012319,RNA Polymerase II
D008558,Melphalan
D005975,Glutamate-tRNA Ligase
D031081,Calamus
D005396,Fish Products
D000069,Acculturation
D011778,Q Fever
D012148,Restless Legs Syndrome
D009946,Organothiophosphorus Compounds
D052837,Chemoautotrophic Growth
D038421,Hemispherectomy
D012579,"Schools, Nursing"
D006390,Hemangioendothelioma
D000072436,Transportation Facilities
D046911,Macromolecular Substances
D000074443,Lysine Acetyltransferase 5
D020524,Thylakoids
D019460,Tobacco Industry
D012567,Schizophyllum
D022124,Hyperammonemia
D052117,Benzodioxoles
D000586,Amination
D000082762,Amblyomma
D002411,Cation Exchange Resins
D000074122,Short Stature Homeobox Protein
D020525,Xenodiagnosis
D007122,Immunoelectrophoresis
D053124,"Influenza A Virus, H5N1 Subtype"
D013392,Sucralfate
D036902,Voacanga
D008718,Methionine-tRNA Ligase
D004334,Drug Administration Schedule
D064448,Filamins
D001800,Blood Specimen Collection
D058106,Wound Closure Techniques
D013917,Thrombin
D011097,Polygeline
D005196,Family Therapy
D010696,Phloroglucinol
D000495,Allosteric Site
D017544,"Aortic Aneurysm, Abdominal"
D001987,Bronchiectasis
D010532,Peritoneal Diseases
D013455,Sulfur
D019893,Ribosomal Protein S6 Kinases
D011369,Professional-Patient Relations
D061354,Acinar Cells
D014982,Xenopus laevis
D009822,"Oils, Volatile"
D063105,Food Assistance
D006613,Higher Nervous Activity
D019318,Porcine Reproductive and Respiratory Syndrome
D007793,Lagomorpha
D055872,Surge Capacity
D008880,Midwifery
D000069058,Vardenafil Dihydrochloride
D004129,Dimethylpolysiloxanes
D011562,Psilocybin
D008066,Lipolysis
D022261,Respiratory Syncytial Virus Vaccines
D048090,Bovine Respiratory Disease Complex
D047989,Clostridium sordellii
D049071,Endopeptidase Clp
D019054,"Evoked Potentials, Motor"
D044224,Pseudomonas syringae
D056687,Off-Label Use
D055156,Ophiostoma
D018114,Lyssavirus
D020285,Cryoelectron Microscopy
D004269,"DNA, Bacterial"
D016527,Drug Costs
D053824,"Protein Tyrosine Phosphatase, Non-Receptor Type 6"
D001725,Bis(Chloromethyl) Ether
D000074702,Proteostasis
D012991,Solanaceous Alkaloids
D019621,Haloferax
D050035,Sexual Infantilism
D000086222,Mediterranea
D006706,Homeostasis
D063129,Parental Death
D053610,Opiate Alkaloids
D003830,"Denture, Partial, Fixed"
D011027,Pneumoperitoneum
D015439,"Leprosy, Borderline"
D024143,Collagen Type VII
D053475,Receptor-Interacting Protein Serine-Threonine Kinase 2
D003492,Cycasin
D016548,Prosencephalon
D054509,Group X Phospholipases A2
D001480,Basal Ganglia Diseases
D003473,Neuromuscular Nondepolarizing Agents
D014197,Trees
D019559,Capillary Leak Syndrome
D023181,Antimicrobial Cationic Peptides
D020375,"Education, Distance"
D006809,Humanities
D000066829,Neuroprotection
D060750,Bone Anteversion
D013424,Sulfanilamides
D010173,Palpation
D005325,Fetal Organ Maturity
D035001,Host Factor 1 Protein
D055873,Extreme Cold
D058685,Genetic Pleiotropy
D060846,Cell Engineering
D005033,Ethylmaleimide
D017011,Streptococcus suis
D013869,Thiolester Hydrolases
D005125,Eye Banks
D016203,CDC2 Protein Kinase
D004202,Disinfectants
D010596,Pharmacy Technicians
D009987,Orthoptera
D009954,Ornithine Carbamoyltransferase
D050072,White Heifer Disease
D065692,Cytochrome P-450 CYP3A Inhibitors
D009573,Nitrites
D000776,Anesthesiology
D051542,Hepatocyte Nuclear Factor 3-beta
D047628,Estrogen Receptor alpha
D014672,Vectorcardiography
D006719,Homovanillic Acid
D010468,Perceptual Disorders
D004890,Erythema
D000686,Amyloidosis
D004294,Domperidone
D005192,Family Health
D000069590,Round Ligaments
D020131,"Genes, Duplicate"
D009527,Nicaragua
D001293,Attitude to Death
D000580,Amido Black
D042262,Retinoscopy
D014673,Vecuronium Bromide
D016112,Ichthyosis Vulgaris
D026403,S-Nitrosothiols
D059905,"Endocarditis, Non-Infective"
D003096,Collapse Therapy
D054403,"Leukemia, Prolymphocytic, B-Cell"
D049992,Sodium Chloride Symporters
D013418,Sulfamethazine
D004976,Ethacrynic Acid
D004656,Enalapril
D031262,Ebenaceae
D007547,Isosorbide
D034363,Viridans Streptococci
D015636,Magnesium Chloride
D016940,Myxococcus
D014830,Vocational Guidance
D011659,Pulmonary Gas Exchange
D052641,Tungrovirus
D015824,Blood-Air Barrier
D002982,Clinical Clerkship
D004936,"Diverticulum, Esophageal"
D013799,Theca Cells
D035321,Telomeric Repeat Binding Protein 1
D018136,Circoviridae
D000084643,Puccinia
D017948,Retinal Rod Photoreceptor Cells
D001605,Bermuda
D050219,Amblyospora
D000092129,Platypnea Orthodeoxia Syndrome
D020626,Oncogene Proteins v-myb
D013836,Thiamin Pyrophosphokinase
D017681,Hypereosinophilic Syndrome
D008076,"Cholesterol, HDL"
D024401,Carbonic Anhydrase I
D012599,Sclerostomy
D010380,Peer Review
D014453,Glucuronosyltransferase
D055535,Morgellons Disease
D020082,Magnaporthe
D018407,Bacterial Physiological Phenomena
D053525,Thiothrix
D003541,Cystathionine beta-Synthase
D014758,Viral Core Proteins
D002807,Chondroitin
D057112,Corneal Perforation
D008284,"Maintenance and Engineering, Hospital"
D008985,Monensin
D002570,Ceruloplasmin
D002254,Carbonates
D053670,Syndecan-3
D004631,Emergency Medical Service Communication Systems
D000070004,Ocimum sanctum
D009384,Paraneoplastic Endocrine Syndromes
D020444,"Reimbursement, Disproportionate Share"
D014411,Neoplastic Stem Cells
D063427,Food Quality
D000094630,"Dissection, Ascending Aorta"
D059409,"Stroke, Lacunar"
D053827,Nandiniidae
D011354,Prodigiozan
D044948,Flavonols
D009934,Organization and Administration
D001487,Basidiomycota
D053149,Plant Gums
D010460,Peptococcus
D013261,Sterols
D015593,Retinal Drusen
D000089142,Fractional Exhaled Nitric Oxide Testing
D015992,Body Mass Index
D013615,"Tachycardia, Sinoatrial Nodal Reentry"
D010536,Peritoneovenous Shunt
D009844,Oligosaccharides
D001017,Aortic Coarctation
D003726,Dental Assistants
D001031,Apatites
D047048,Vitellins
D003628,Database Management Systems
D019745,cis-trans-Isomerases
D004916,Erythromelalgia
D029644,Styracaceae
D059267,"Cardiomegaly, Exercise-Induced"
D011901,Ranvier's Nodes
D014723,Vestibular Aqueduct
D001101,Arbaprostil
D060756,Social Networking
D000085762,Physical Distancing
D020645,Mediodorsal Thalamic Nucleus
D050479,Neurotransmitter Transport Proteins
D029597,Romano-Ward Syndrome
D000070736,Koumiss
D001028,Aortopulmonary Septal Defect
D012000,"Recruitment Detection, Audiologic"
D024201,Bystander Effect
D007742,Labial Frenum
D058472,"Receptors, Purinergic P2Y1"
D049810,Genetic Speciation
D066251,Subtractive Hybridization Techniques
D003612,Dairying
D005258,Felty Syndrome
D011921,"Rats, Inbred WKY"
D051765,Early Growth Response Transcription Factors
D003179,Complement C3b
D004200,Diseases in Twins
D064548,Hand Sanitizers
D054062,Deaf-Blind Disorders
D028044,Phosphate-Binding Proteins
D016563,Filoviridae
D016002,Discriminant Analysis
D014090,Tooth Replantation
D011263,"Pregnancy Trimester, Third"
D008198,Lymph Nodes
D000075982,Cell Adhesion Molecule-1
D017227,Toxascariasis
D004714,Endometrial Hyperplasia
D000097631,Galactoside 2-alpha-L-fucosyltransferase
D002211,Capsaicin
D005493,Folic Acid Antagonists
D010167,Pallor
D001960,Bromazepam
D065697,Cytochrome P-450 CYP2C19 Inducers
D057054,Molecular Imaging
D014479,United Arab Emirates
D012034,Refrigeration
D010628,Phenetidine
D059745,Piezosurgery
D019886,Gastrin-Releasing Peptide
D018588,Fee-for-Service Plans
D012912,Sneezing
D029741,Brassica rapa
D010541,Permissiveness
D012597,Sclerosing Solutions
D002566,Ceroid
D009146,Music
D005658,Fungi
D000086862,Coronavirus M Proteins
D009498,Neurotoxins
D007746,Labor Presentation
D000072141,Neurologists
D000071816,Glycodelin
D057691,Entosis
D000070,Acebutolol
D026023,Permethrin
D000081902,Freedom of Movement
D000080365,Birdshot Chorioretinopathy
D001527,Behaviorism
D015228,Hypertriglyceridemia
D001380,Azauridine
D002973,Cleidocranial Dysplasia
D000092223,Hippocampal Sclerosis
D007662,Ketosis
D000068516,African Union
D002059,"Burns, Inhalation"
D003889,Desert Climate
D056918,Nuclear Receptor Coactivators
D015815,Cell Adhesion Molecules
D000069284,Protein Translocation Systems
D000067698,Ataxin-2
D020758,Spinal Cord Vascular Diseases
D014134,Tracheal Neoplasms
D031296,Laburnum
D012275,Oryza
D013389,Succinate-CoA Ligases
D031327,Agastache
D003691,Delaware
D036881,Long-Term Synaptic Depression
D017890,Splenosis
D006557,Herpangina
D016258,"Genes, mos"
D028084,Clusiaceae
D020123,Sirolimus
D013654,Taurine
D003056,Cochlear Nerve
D000073458,Data Warehousing
D000074523,Suprachiasmatic Nucleus Neurons
D014839,Vomiting
D015323,"Pyruvate Metabolism, Inborn Errors"
D000072178,Urologists
D016301,Alveolar Bone Loss
D007368,Interferometry
D001925,"Brain Damage, Chronic"
D051303,Trigeminal Autonomic Cephalalgias
D016040,Lung Transplantation
D031843,Adonis
D018085,Regulon
D054464,Peroxiredoxins
D000204,Activity Cycles
D062207,Brain-Computer Interfaces
D009139,Musculoskeletal Abnormalities
D054339,Steroidogenic Factor 1
D000097382,CD68 Molecule
D003519,Cyclopentolate
D002721,omega-Chloroacetophenone
D011502,Protein-Energy Malnutrition
D058436,Knowledge Management
D011557,Pseudorabies
D011531,Proventriculus
D020856,AT Rich Sequence
D057852,Posterior Capsule of the Lens
D056656,Lab-On-A-Chip Devices
D019349,Roseolovirus Infections
D054120,Phakic Intraocular Lenses
D020598,Proto-Oncogene Proteins c-myb
D010511,Periodontal Dressings
D028142,Berberis
D016718,Arachidonic Acid
D011774,Pyrvinium Compounds
D007484,Iowa
D051236,"Receptors, Pituitary Adenylate Cyclase-Activating Polypeptide"
D000070319,Student Run Clinic
D008362,Mannosides
D007406,"Interview, Psychological"
D005099,Exotropia
D008339,Mandibular Neoplasms
D026201,Musculoskeletal Manipulations
D066278,Organum Vasculosum
D006957,Hyperostosis Frontalis Interna
D010862,Pilocarpine
D031220,Lepidium sativum
D016818,Nosema
D005420,Flavoproteins
D055514,Nephroblastoma Overexpressed Protein
D013745,Tetanus Toxoid
D057088,Anetoderma
D058207,Sumoylation
D050697,Retinal Dehydrogenase
D042421,Histone Code
D000071696,Proteogenomics
D010474,Percussion
D000069461,Bendamustine Hydrochloride
D011839,"Radiation, Ionizing"
D018787,Radiation Oncology
D006296,Health Services
D015675,Osteocalcin
D013297,Streptococcus pyogenes
D000072,Acedapsone
D009140,Musculoskeletal Diseases
D005985,Glyceraldehyde
D000206,Actuarial Analysis
D002745,Chlorphentermine
D000047,Academies and Institutes
D064251,Multifunctional Enzymes
D018586,Bone Banks
D000076250,Myristoylated Alanine-Rich C Kinase Substrate
D000074432,Sphincterotomy
D004533,Egtazic Acid
D000081034,Indigenous Peoples
D010243,Paralysis
D000078102,Lumefantrine
D007353,"Insurance, Long-Term Care"
D017928,Vesicular exanthema of swine virus
D065609,Cytochrome P-450 CYP1A2 Inhibitors
D065808,Prepulse Inhibition
D002219,Carbamates
D026602,Nitrergic Neurons
D008621,Meptazinol
D000090562,Luciferins
D000071225,"Influenza A Virus, H5N8 Subtype"
D006103,"Granuloma, Lethal Midline"
D004851,Epoxide Hydrolases
D006517,Murine hepatitis virus
D009651,Norpregnatrienes
D000072163,Ophthalmologists
D001761,Bleomycin
D017441,Necrobiotic Disorders
D019257,Quinpirole
D031291,Castanospermum
D011085,Polycystic Ovary Syndrome
D002534,"Hypoxia, Brain"
D027722,Convolvulaceae
D003090,Coliphages
D051702,Activating Transcription Factor 6
D008709,Methenamine
D009468,Neuromuscular Diseases
D059826,HLA-DRB3 Chains
D014873,Water Pollutants
D001958,Brocresine
D012264,Ribonucleotide Reductases
D005288,Ferredoxins
D014091,Tooth Resorption
D031221,Knee Dislocation
D048728,MAP Kinase Kinase Kinase 1
D015181,Gamete Intrafallopian Transfer
D005586,Fowlpox
D056626,Inflorescence
D020679,Arthroscopes
D002605,Character
D000081413,Exposome
D000500,Allylestrenol
D015683,"Gene Products, gag"
D034121,Reproductive Health Services
D000092963,Theory of Planned Behavior
D006681,HLA-D Antigens
D014771,Virion
D016861,Cyclooxygenase Inhibitors
D033242,Minors
D005503,Food Additives
D015096,3-Hydroxysteroid Dehydrogenases
D013020,South America
D054868,Jacobsen Distal 11q Deletion Syndrome
D017099,IgG Deficiency
D014277,Trigeminal Neuralgia
D018793,Interleukin-13
D000711,Anaplasmataceae Infections
D016499,Radioimmunotherapy
D018075,"RNA, Complementary"
D059352,Musculoskeletal Pain
D000070098,Bacillus firmus
D011995,"Recombination, Genetic"
D011691,Puromycin
D000097462,DNA Polymerase theta
D010138,"Pacemaker, Artificial"
D009971,"Orthodontics, Corrective"
D008278,Magnesium Sulfate
D004637,"Emergency Services, Psychiatric"
D050499,Adrenarche
D009174,Mycoplasma
D010077,Oxazepines
D000068880,"Isophane Insulin, Human"
D055592,Biophysical Phenomena
